date,skipper_given_names,skipper_family_name,skipper_residence,route,direction
1780/05/30,Christian,Zachariassen,Kiøbenhavn,Kiøbenhavn – Moss og Island,west?
1780/05/30,Christian,Jorck,Kiøbenhavn,Kiøbenhavn – Amsterdam,west
1780/05/30,Joh. Joachim,Kreft,Barth,London – Østesøen,east
1780/05/30,Lamert,Lamerts Dyck,ter Peckel,Amsterdam – Østersøen,east
1780/05/30,Roelf,Claasen Koop,Groningen,Amsterdam – Østersøen,east
1780/05/30,Roelf,Tekes,Groningen,Zoltkamp – Østersøen,east
1780/05/30,Wessel,Hendricks,ter Peckel,Amsterdam – Østersøen,east
1780/05/31,Jons,Åberg,Halmstad,Malmøe – Halmstad,west
1780/05/31,Pohl,Pohlson Wara,Baastad,Halmstad – Malmøe,east
1780/05/31,Sven,Broberg,Kongsbacka,Kongsbacka – Malmøe,east
1780/05/31,Andreas,Hagman,Kongsbacke,Kongsbacke – Malmøe,east
1780/05/31,Peer,Jonson,Torekow,Malmøe – Torekov,west
1780/05/31,Jons H.,Åberg,Halmstad,Malmøe – Halmstad,west
1780/05/31,Swen,Broberg,Kongsbacka,Malmøe – Kongsbacka,west
1780/05/31,Hans,Petersen,Horssens,Laurvig – Kiøbenhavn,east
1780/05/31,Marcus Heinr.,Hanssen,Hamborg,Stettin – Bordeaux,west
1780/05/31,Johan,Meyer,Bremen,Bremen – Dantzig,east
1780/05/31,Johan Daniel,Kleman,Dantzig,Dantzig – Corck,west
1780/05/31,Jacob,Jochumsen,Horssens,Laurvig – Kiøbenhavn,east
1780/05/31,Jens,Hansen,Flensborg,Cette – Stettin,east
1780/05/31,Nils,Pehrson,Torekov,Halmstad – Malmøe,east
1780/05/31,Swen,Falck,Falkenberg,Falkenberg – Malmøe,east
1780/05/31,Maans,Pohlson,Skipperkrogen,Engelholm – Malmøe,east
1780/05/31,Stephen,Ebbeson,Torekov,Gottenborg – Landscrone,east
1780/05/31,Borge,Anderson,Gottenborg,Gottenborg – Østersøen,east
1780/05/31,Lars P.,Jonson,Baastad,Marstrand – Nykiøping,east
1780/05/31,Paul,Martenson,Gottenborg,Gottenborg – Østersøen,east
1780/05/31,Jons,Spak,Landscrone,Halmstad – Carlscrone,east
1780/05/31,Eric,Biørklund,Gefle,Gottenborg – Østersøen,east
1780/05/31,Johan Wilh.,Uneer,Stockholm,Stockholm – Brest,west
1780/05/31,Andreas,Fick,Barth,Bordeaux – Greifswald,east
1780/05/31,Andreas,Fick,Barth,Bordeaux – Stralsund,east
1780/05/31,Eybe Onken,Ulricks,Edam,Amsterdam – Østersøen,east
1780/05/31,Theodorus,Romeling,Groningen,Amsterdam – Østersøen,east
1780/05/31,Siebolt,Eggers,Edam,Amsterdam – Østersøen,east
1780/05/31,Roelof,Engberts Mulder,Amsterdam,Amsterdam – Østersøen,east
1780/05/31,Hendrick,Hendricks,Dockum,Rouen – Østersøen,east
1780/05/31,Jan Cornelis,Borst,Delfzyl,Amsterdam – Østersøen,east
1780/05/31,Johanes,Feykes,Amsterdam,Cadiz – Østersøen,east
1780/05/31,Jacob,Visser,Zaandam,Allicante – Østersøen,east
1780/05/31,Brugt,Douves,Groningen,Amsterdam – Østersøen,east
1780/05/31,Egbert,Egberts,Groningen,Amsterdam – Østersøen,east
1780/06/01,Peter,Petersen,Dantzig,London – Dantzig,east
1780/06/01,Michael,Feld,Kønigsberg,Amsterdam – Kønigsberg,east
1780/06/01,Peter,Kalff,Stolpe,Bordeaux – Collberg,east
1780/06/01,Peter,Kalff,Stolpe,Bordeaux – Stettin,east
1780/06/01,Peter,Kalff,Stolpe,Bordeaux – Stolpe,east
1780/06/01,Peter,Kalff,Stolpe,Bordeaux – Sundet,east
1780/06/01,John,Andersen Bechen,Laurvig,Kiøbenhavn – Laurvig og Arendahl,west
1780/06/01,Albert,Hermansen,Bergen,Kønigsberg – Bergen,west
1780/06/01,Hans,Moe,Kiøbenhavn,Livorno – Kiøbenhavn,east
1780/06/01,Hans,Moe,Kiøbenhavn,Livorno – Stettin,east
1780/06/01,Jan,Daniel Reimers,Altona,Cette – Stettin,east
1780/06/01,Charles,Chalmer,Petershead,Dantzig – Aberdeen,west
1780/06/01,Alexander,Dawson,Belfast,Memel – Belfast,west
1780/06/01,Richard,Fletcher,Maryport,Lewerpool – Liebau,east
1780/06/01,Albrecht,Wallis,Stralsund,Ostende – Wismar,east
1780/06/01,Torkel Nils,Juncker,Gottenborg,Kiøbenhavn – Gottenborg,west
1780/06/01,Mathius,Schaanberg,Malmøe,Malmøe – Kongelf,west
1780/06/01,Erland,Siøberg,Malmøe,Malmøe – Gottenborg,west
1780/06/01,Tønnis,Dirckson,Carlshavn,Marstrand – Stockholm,east
1780/06/01,Peter,Grønberg,Warberg,Warberg – St. Petersborg,east
1780/06/01,Olof,Friederichson,Torekov,Gottenborg – Østersøen,east
1780/06/01,Clement,Anderson,Uddewalla,Dantzig – Uddewalla,west
1780/06/01,Joachim,Kreft,Barth,Stralsund – London,west
1780/06/01,Christian J.,Høk,Baastad,Kongelf – Stockholm,east
1780/06/01,Olof,Nilson,Gottenborg,Gottenborg – Østersøen,east
1780/06/01,Joh. Elias,Barckman,Stockholm,St. Ubes – Stockholm,east
1780/06/01,Pieter,Carstens,Ackumerzyl,Amsterdam – Østersøen,east
1780/06/01,Jan Cornelis,van der Zyl,Delfzyl,Amsterdam – Østersøen,east
1780/06/01,Jacob Hendr.,Barents,Amsterdam,Amsterdam – Arensborg,east
1780/06/01,Arien,Douves,de Jouer,Dantzig – Rotterdam,west
1780/06/02,Johan George,Schultze,Stettin,Dantzig – Ostende,west
1780/06/02,Christian,Buttner,Stolpe,Dantzig – Amsterdam,west
1780/06/02,Jurgen Richardt,Comien,Lubeck,Riga – Lissabon,west
1780/06/02,Hans,Bovitz,Sogndahl,Kiøbenhavn – Mandahl,west
1780/06/02,Ole,Thorsen,Thiomøe,Kiøbenhavn – Moss og Friderichshald,west?
1780/06/02,Ole,Rasmussen,Tonsberg,Kiøbenhavn – Tonsberg,west
1780/06/02,Peter,Hansen,Kiøbenhavn,Kiøbenhavn – Færøe,west
1780/06/02,Johan Sigvard,Neste,Moss,Helsingør – Moss,west
1780/06/02,Paul,Babbe,Fehmern,Kønigsberg – Bergen,west
1780/06/02,Peder,Andersen,Randers,Randers – Lubeck,east
1780/06/02,Thomas,Lorentzen,Norborg,Stettin – Port a Port,west
1780/06/02,Henrich,Schade,Sonderborg,Stettin – Lissabon,west
1780/06/02,Martinus,Clausen,Flensborg,Riga – Livorno,west
1780/06/02,George,Cload,Chester,Riga – Chester,west
1780/06/02,Robert,Steffenson,Shields,Memel – London,west
1780/06/02,Henry,Dowsland,Whitby,Memel – London,west
1780/06/02,John,Chapman,London,Memel – London,west
1780/06/02,Ralph,Metcalf,Stockton,Riga – Stockton,west
1780/06/02,Jons,Kock,Torekov,Malmøe – Halmstad,west
1780/06/02,Anders,Lund,Warberg,Malmøe – Warberg,west
1780/06/02,Carl,Ekman,Falkenberg,Malmøe – Falkenberg,west
1780/06/02,Morten,Olsen,Torekov,Carlshavn – Marstrand,west
1780/06/02,Jons,Lyckberg,Gottenborg,Stettin – Gottenborg,west
1780/06/02,Jons P.,Kock,Torekov,Malmøe – Gottenborg,west
1780/06/02,Johan,Mortenson,Torekov,Pillau – Marstrand,west
1780/06/02,Johan,Wallgreen,Uddewalla,Dantzig – Uddewalla,west
1780/06/02,Bengt,Larson,Warberg,Dantzig – Warberg,west
1780/06/02,Mathias,Schmidt,Stockholm,Stockholm – Nantes,west
1780/06/02,Jons,Ostman,Ystad,Ystad – Lissabon,west
1780/06/02,Hans Jacob,Barff,Ameland,Dantzig – Amsterdam,west
1780/06/03,Hans Tith,Holtz,Rostock,St. Petersborg – Amsterdam,west
1780/06/03,Hans,Asbiørn,Flechefiord,Kiøge – Flechefiord,west
1780/06/03,Michel H.,Knudsen,Rudkiøping,Moss – Rudkiøping,east
1780/06/03,Lauritz,Baltzer,Kiøbenhavn,Kiøbenhavn – Finmarken,west
1780/06/03,Rasmus,Binneballe,Kiøbenhavn,Kiøbenhavn – Finmarken,west
1780/06/03,Lorentz,Lorentzen,Kiøbenhavn,Kiøbenhavn – Island,west
1780/06/03,Christian,Møller,Apenrade,Bergen – Riga,east
1780/06/03,John,Strawbridge,London,London – St. Petersborg,east
1780/06/03,Pehr,Kock,Torekov,Carlshavn – Marstrand,west
1780/06/03,Hinrich,Karstens,Stralsund,London – Østersøen,east
1780/06/03,Paul,Hock,Torekov,Malmøe – Gottenborg,west
1780/06/03,Peter,Sweder,Carlshavn,Carlshavn – Uddewalla,west
1780/06/03,Pehr,Jonsons,Skipperkrogen,Malmøe – Gottenborg,west
1780/06/03,Engelbrecht,Olofson,Stockholm,Cagliarie – Stockholm,east
1780/06/03,Jan,Christians,Amsterdam,Pillau – Amsterdam,west
1780/06/03,Claas,Claases,Heereveen,Liebau – Figueira,west
1780/06/03,Hilbrand,de Ruyter,Amsterdam,Dantzig – Amsterdam,west
1780/06/04,Christian,Volckerts,Friderickshavn,Amsterdam – Friderickshavn,?
1780/06/04,Joackim,Brinckman,Rostock,Tronhiem – Rostock,east
1780/06/04,Francis Antonio,Gomes,Lissabon,Lissabon – Revall,east
1780/06/04,Hinrich Christopher,Mackeprang,Lubeck,Bordeaux – Lubeck,east
1780/06/04,Tonnes,Hansen Lindtland,Flechefiord,Flechefiord – Danmark,east
1780/06/04,Iver,Iversen,Fehmern,Christiania – Kiøbenhavn,east
1780/06/04,Albert E.,Minor,Nyekiøping,Bergen – Danmark,east
1780/06/04,Lars,Thronsen,Hitterøe,Bergen – Kiøbenhavn,east
1780/06/04,Sivert,Holsted,Stavanger,Stavanger – Danmark,east
1780/06/04,Adrian,Olsen Qvillio,Flechefiord,Flechefiord – Kiøbenhavn,east
1780/06/04,Peder,Mathiesen,Thiomøe,Friderichshald – Danmark,east
1780/06/04,Thor,Pedersen,Thiomøe,Friderichstad – Kiøbenhaun,east
1780/06/04,Anders,Mathiesen,Thiomøe,Friderichshald – Kiøbenhavn,east
1780/06/04,Edvard,Willumsen,Mandahl,Stavanger – Danmark,east
1780/06/04,Ole,Grubbe,Brevig,Langesund – Kiøbenhavn og Helsingør,east?
1780/06/04,Christen,Jørgensen,Eroeskiøping,Bergen – Konigsberg,east
1780/06/04,Knud,Isachsen,Eroekiøping,Bergen – Konigsberg,east
1780/06/04,Alexander,Hesselberg,Laurvig,Tonsberg – Kiøbenhavn,east
1780/06/04,Erich,Clausen,Eroeskioping,Bergen – Kønigsberg,east
1780/06/04,Jørgen Andreas,Hiorth,Kiøbenhavn,St. Thomas – Kiøbenhavn,east
1780/06/04,Albert,Meyer Dirks,Bergen,Bordeaux – Eckernførde,east
1780/06/04,Nils,Clementson,Lysekihl,Pillau – Uddewalla,west
1780/06/04,Daniel,Sirelius,Stockholm,Marstrand – Stockholm,east
1780/06/04,Adolph,Lindskog,Jacobstad,Alicante – Jacobstad,east
1780/06/04,Koert,Jans Dyck,ter Peckel,Amsterdam – Østersøen,east
1780/06/04,Claas,Pieters Piebes,ter Peckel,Amsterdam – Østersøen,east
1780/06/04,Fiebo,Jans Dik,Delfzyl,Amsterdam – Østersøen,east
1780/06/04,Luytje,Claases,Amsterdam,Amsterdam – Østersøen,east
1780/06/04,Jan,Buloo,Rotterdam,Londonderry – Østersøen,east
1780/06/04,Barent,Jacobs de Jong,Amsterdam,Amsterdam – Riga,east
1780/06/04,Teunis,Jans Klatter,ter Peckel,Amsterdam – Østersøen,east
1780/06/04,Jan,Jacobs Mooy,ter Peckel,Amsterdam – Østersøen,east
1780/06/04,Tjapke,Egberts,Delfzyl,Amsterdam – Østersøen,east
1780/06/04,Hendrik,Derks Klein,ter Peckel,Amsterdam – Østersøen,east
1780/06/04,Harmen,Luppes Priem,Delfzyl,Amsterdam – Liebau,east
1780/06/04,Jan,Poulus Zeboy,Nieuvendam,Amsterdam – Stettin,east
1780/06/04,Gerrit,Thiesen Beutenverff,Groningen,Marstrand – Kønigsberg,east
1780/06/04,Sacke,Siebes,Vriesland,Kønigsberg – Amsterdam,west
1780/06/04,Jacob,Siebolts,Worckum,Amsterdam – St. Petersborg,east
1780/06/05,Jochim,Meyer,Rostock,Amsterdam – Stettin,east
1780/06/05,David,Plughoff,Colberg,Bordeaux – Kønigsberg,east
1780/06/05,Michael Erdman,Boghs,Dantzig,Dantzig – Dublin,west
1780/06/05,Erich,Bendixsen,Bergen,Bergen – Danmark,east
1780/06/05,Biørn,Thuren,Aalborg,Dramen – Kiøbenhavn,east
1780/06/05,Reynert,Reyersen,Eggersund,Stavanger – Danmark,east
1780/06/05,Michel,Abrahamsen,Notterøe,Tonsberg – Kiøbenhavn,east
1780/06/05,Hans,Nielsen,Thiømøe,Friderichshald – Danmark,east
1780/06/05,Jens,Jensen Josephsen,Erøeskiøping,Kønigsberg – Bergen,west
1780/06/05,Peder,Poulsen,Aalborg,Bergen – St. Petersborg,east
1780/06/05,Hendrick,Moldenhauer,Holmestrand,Bordeaux – Kiøbenhavn,east
1780/06/05,Richard,Moorsom,Whitby,Riga – Portsmouth,west
1780/06/05,Robert,Rumbell,Lynn,Stockholm – Lynn,west
1780/06/05,Biørn,Tulleson,Torekov,Ystad – Gottenborg,west
1780/06/05,Anders,Alm,Carlshavn,Carlshavn – Gottenborg,west
1780/06/05,Hindr. J.,Ludwigson,Gottenborg,Gottenborg – Elbing,east
1780/06/05,Fredr.,Juncker,Gottenborg,Gottenborg – Kønigsberg,east
1780/06/05,Abraham,Hidenius,Carlscrone,Marstrand – Stockholm,east
1780/06/05,Eyze,Pieters,Amsterdam,Amsterdam – Riga,east
1780/06/05,Cornelis Hindr.,Katt,Ameland,Amsterdam – Østersøen,east
1780/06/05,Pieter,Sipkes Sevensma,Rotterdam,Rotterdam – St. Petersborg,east
1780/06/05,Haye,Johanes Kramer,Amsterdam,Amsterdam – Riga,east
1780/06/06,Jochim,Nuske,Stettin,Stettin – Crock,west
1780/06/06,Peter,Klingenberg,Dantzig,Dantzig – Belfast,west
1780/06/06,Oltman,Claasen,Norden,Pillau – Amsterdam,west
1780/06/06,Johan,Block,Stettin,Pillau – Amsterdam,west
1780/06/06,Johan,Wessels,Bremen,Liebau – Bremen,west
1780/06/06,Johan,Diesel,Kønigsberg,Pillau – Amsterdam,west
1780/06/06,Onne,Willems Uven,Norden,Dantzig – Amsterdam,west
1780/06/06,Jens Jørgen,Nielsen,Sønderborg,Kiøge – Dramen,west
1780/06/06,Didrich,Guttormsen,Thiomøe,Friderichstad – Kiøbenhavn,east
1780/06/06,Hans,Sahn,Femern,Kønigsberg – Bergen,west
1780/06/06,Michael,Mogensen Ulrich,Kiøbenhavn,Kiøbenhavn – Ostende,west
1780/06/06,Ditlev Andreas,Lausen,Eckernførde,Christiania – Kiøbenhavn,east
1780/06/06,John,Johnston,Yarmouth,Dantzig – Newcastle,west
1780/06/06,Daniel,Lanceman,Dundee,Riga – Montrose,west
1780/06/06,Lars,Lundgren,Kongsbacka,Kongsbacka – Malmøe,east
1780/06/06,Swen,Norberg,Uddewalla,Pillau – Uddewalla,west
1780/06/06,Nils,Anderson,Lysekihl,Pillau – Uddewalla,west
1780/06/06,Peter,Schrøder,Uddewalla,Dantzig – Uddewalla,west
1780/06/06,Cornelius Melle,Feddes,Stockholm,Stockholm – Amsterdam,west
1780/06/06,Peter,Øhman,Uddewalla,Dantzig – Cadix,west
1780/06/06,Michael,Walmouth,Wolgast,Dantzig – Amsterdam,west
1780/06/06,Nils,Lindblom,Stockholm,Stockholm – Amsterdam,west
1780/06/06,Eyldert,Tjarks,Amsterdam,Amsterdam – Elbing,east
1780/06/06,Dirk,Jurjens Fischer,Groningen,Pillau – Groningen,west
1780/06/06,Uile,Hindercks,Delfzyl,Kønigsberg – Amsterdam,west
1780/06/06,Fridrick,Paulsen,Amsterdam,Dantzig – Amsterdam,west
1780/06/06,Harbert Heinrich,Zurmeyer,Groningen,Kønigsberg – Leer,west
1780/06/06,Lammert,Jacobs,Dockum,Kønigsberg – Amsterdam,west
1780/06/06,Dirck,Teckeles,Mackum,Pillau – Amsterdam,west
1780/06/06,Huyte,Sybrandts,Worckum,Pillau – Amsterdam,west
1780/06/06,Laurent,Annes,Amsterdam,Liebau – Amsterdam,west
1780/06/06,Jan,Teckeles,Mackum,Kønigsberg – Amsterdam,west
1780/06/06,Douve,Scheltjes de Haan,Wousend,Dantzig – Amsterdam,west
1780/06/06,Lorentz,Dentzell,Vlissingen,Dantzig – Livorno,west
1780/06/07,Lorentz,Iversen,Sønderborg,Laurvig – Kiøbenhavn,east
1780/06/07,Henrich,Weyer,Sandefiord,Kiøbenhavn – Sandefjord,west
1780/06/07,Niels,Thomassen,Horssens,Liebau – Horssens,west
1780/06/07,Andreas,Fyhn,Kiøbenhavn,Kiøbenhavn – Archangel,west
1780/06/07,Ulrich,Thornøe,Odensee,Bergen – Konigsberg,east
1780/06/07,Hans,Petersen Koefoed,Kiøbenhavn,St. Croix – Kiøbenhavn,east
1780/06/07,Samuel Bent,Gal,Newcastle,Rørwig – Memel,east
1780/06/07,John,Bell,Hull,Stettin – London,west
1780/06/07,James,Cuthbertson,Yarmouth,Memel – Yarmouth,west
1780/06/07,Robbert,Kidd,Leith,Colberg – London,west
1780/06/07,Nils,Pehrson,Halmstad,Kiøbenhavn – Marstrand,west
1780/06/07,Nils,Gudmundson,Kongsback,Halmstad – Danmark,east
1780/06/07,OIof,Jonson,Halmstad,Halmstad – Danmark,east
1780/06/07,Peter Dan.,Blandau,Stralsund,Bergen – Stockholm,east
1780/06/07,NIels,Pehrson,Torekov,Malmøe – Halmstad,west
1780/06/07,Joh. Ax.,Siøberg,Uddewalla,Pillau – Uddewalla,west
1780/06/07,Joh. Nicolas,Witzbohl,Fiskebeckskihl,Pillau – Uddewalla,west
1780/06/07,Carl Fridr.,Hasselgren,Carlscrone,Carlscrone – Livorno,west
1780/06/07,Olof,Østerberg,Uddewalla,Dantzig – Uddewalla,west
1780/06/07,Swen Detl.,Boy,Carlshavn,Gottenborg – Petersborg,east
1780/06/07,Israel,Anderson,Uddewalla,Riga – Uddewalla,west
1780/06/07,Anders,Østerberg,Gottenborg,Stockholm – Dublin,west
1780/06/07,Gustaf,Philgren,Stockholm,Stockholm – Aveiro,west
1780/06/07,And. Pett.,Bergstrøm,Stockholm,Stockholm – Bordeaux,west
1780/06/07,Magnus,Lundstrøm,Stockholm,Stockholm – London,west
1780/06/07,Henrich,Gerrits,Amsterdam,Amsterdam – Memel,east
1780/06/07,Bonne,Jannes,Appingadam,Delfzyl – Østersøen,east
1780/06/07,Ilden,Frericks,Amsterdam,Stettin – Amsterdam,west
1780/06/07,Jan,Rippen,Vriesland,Liebau – Amsterdam,west
1780/06/07,Christian,Hendricks,Ackemerzyl,Pillau – Amsterdam,west
1780/06/07,Dirk,Reyers Flapper,Worckum,Liebau – Amsterdam,west
1780/06/07,Einte,Jans,Dockum,Pillau – Amsterdam,west
1780/06/07,Atte,Hendriks,Rotterdam,Liebau – Rotterdam,west
1780/06/07,Jan,Sjords Hekker,Ameland,Dantzig – Amsterdam,west
1780/06/07,Claas,Teunissen,Amsterdam,St. Petersborg – Amsterdam,west
1780/06/08,Joh. Hinr.,Pihl,Rostock,Tronhiem – Kiøbenhavn,east
1780/06/08,Ede,Onnen,Embden,Embden – Østersøen,east
1780/06/08,Niels,Henrichsen,Bornholm,Bergen – Kiøbenhavn,east
1780/06/08,Scharis,Pedersen,Moss,Moss – Kiøbenhavn,east
1780/06/08,Christopher,Kiølsen Næss,Tønsberg,Friderichshald – Kiøbenhavn,east
1780/06/08,Jørgen,Christensen,Aarhuus,Aarhuus – Riga,east
1780/06/08,Henrich,Petersen,Dragøe,Bergen – Konigsberg,east
1780/06/08,Cornelius,Bertelsen,Dragøe,Bergen – Kønigsberg,east
1780/06/08,George,Kidd,Arbroath,Riga – Arbroath,west
1780/06/08,John,Hutchison,Aberdeen,Riga – Stonhive,west
1780/06/08,Henry,Bower,Arbroath,Riga – Arbroath,west
1780/06/08,Pehr,Jonson,Torekov,Wisby – Uddewalla,west?
1780/06/08,Haakan,Bengtson,Torekov,Wisby – Uddewalla,west?
1780/06/08,Petter,Wendell,Christianstad,Amsterdam – Østersøen,east
1780/06/08,Mathias,Fernstrøm,Carlscrone,Bergen – Swerrig,east
1780/06/08,Johan,Schonberg,Gottenborg,Gottenborg – Østersøen,east
1780/06/08,Magnus Albert,Schaale,Stockholm,Amsterdam – Stockholm,east
1780/06/08,Pieter Gerrit,Visser,Dockum,Windau – Schiedam,west
1780/06/08,Douve,Sytses Altena,Mackum,Croisic – Riga,east
1780/06/08,Simon,Mathiesen,Amsterdam,Amsterdam – Kiøbenhaun,east
1780/06/09,Wigert,Wolberts Klein,Ostfriesland,Kønigsberg – Amsterdam,west
1780/06/09,Hindrik,Wolberts Klein,Embden,Kønigsberg – Amsterdam,west
1780/06/09,Ignatio Pereira,Pinto,Port a Port,Port a Port – St. Petersborg,east
1780/06/09,Antonio,de Souza Reis,Port a Port,Port a Port – St. Petersborg,east
1780/06/09,Soren,Hansen Foyen,Tønsberg,Sone – Danmark,east
1780/06/09,Hans,Nielsen,Thiomøe,Helsingør – Friderichshald,west
1780/06/09,Carsten,Koch,Sønderborg,Liebau – Livorno,west
1780/06/09,Thomas,Midleton,London,Memel – London,west
1780/06/09,Jeppe,Trullson,Kullen,Marstrand – Kønigsberg,east
1780/06/09,Jan,Dirks de Ruyter,ter Peckel,Dantzig – Ostende,west
1780/06/09,Jacob,Wygers,ter Peckel,Collberg – Amsterdam,west
1780/06/09,Pieter,Brons,ter Peckel,Pillau – Amsterdam,west
1780/06/10,Christopher,Kootz,Stettin,Stettin – London,west
1780/06/10,Geerd,Christopher,Bremen,Memel – St. Malo,west
1780/06/10,Martin,Hipler,Kønigsberg,Kønigsberg – Amsterdam,west
1780/06/10,Jan Willem,Santjes,Embden,Pillau – Amsterdam,west
1780/06/10,Jacob,Smith Hoschelsen,Stavanger,Kiøbenhavn – Stavanger,west
1780/06/10,Boe,Nielsen,Laurvig,Kiøbenhavn – Laurvig,west
1780/06/10,Andreas,Thomsen,Tønsberg,Kiøbenhavn – Friderichshald,west
1780/06/10,Thomas,Jensen Holt,Kiøbenhavn,Kiøbenhavn – Island,west
1780/06/10,Mads,Hansen,Kiøbenhavn,Kiøbenhavn – Island,west
1780/06/10,George,Grenoway,Bridlington,Memel – Hull,west
1780/06/10,Andrew,Risset,London,Stettin – London,west
1780/06/10,Moses,Burn,Shields,Memel – Lancaster,west
1780/06/10,Story,Hebdon,Scarbourg,Memel – London,west
1780/06/10,Robert,Peck,Whitby,Memel – Yarmouth,west
1780/06/10,John,Chappel,Arbroath,Riga – Arbroath,west
1780/06/10,Alexander,Kidd,Dundee,Riga – Dundee,west
1780/06/10,William,Brodrick,London,Memel – Rochester,west
1780/06/10,Robert,Forman,Dundee,Riga – Dundee,west
1780/06/10,Richard,Williamson,Scarbourg,Stockholm – Hull,west
1780/06/10,William,Beth,Kirkaldy,Memel – Kirkaldy,west
1780/06/10,Benjamin,Hevitson,Scarbourg,Memel – Hull,west
1780/06/10,Henry,Sybbet,Newcastle,Stettin – London,west
1780/06/10,Hans,Michelson,Torekov,Marstrand – Kønigsberg,east
1780/06/10,Lars,Lundgren,Kongsbacka,Malmøe – Kongsbacka,west
1780/06/10,Petter,Petterson,Stockholm,Stockholm – Figuera,west
1780/06/10,Jacob,Lilliander,Stockholm,Stockholm – Lissabon,west
1780/06/10,Jan,Luis,Groningen,Kønigsberg – Amsterdam,west
1780/06/10,Pieter,Hessel,Rotterdam,Windau – Rotterdam,west
1780/06/10,Hendrik,Luis,Delfzyl,Kønigsberg – Amsterdam,west
1780/06/10,Jochim,Jochims,Groningen,Pillau – Amsterdam,west
1780/06/10,Dirk,Jans,Groningen,Pillau – Groningen,west
1780/06/10,Jetse,Douves,Amsterdam,Kønigsberg – Amsterdam,west
1780/06/10,Ime,Feddes,Warns,Dantzig – Cadiz,west
1780/06/11,Daniel,Regese,Stettin,Stettin – Corck,west
1780/06/11,Daniel Gottfried,Panke,Dantzig,Dantzig – Belfast,west
1780/06/11,Johan Gotfried,Havenstein,Stettin,St. Petersborg – Amsterdam,west
1780/06/11,Claes Hinr.,Hammer,Lubeck,Wismar – Lissabon,west
1780/06/11,Jan,Wagner,Kønigsberg,Kønigsberg – Amsterdam,west
1780/06/11,Cornelius,Hvidding,Eggersund,Kiøbenhavn – Stavanger,west
1780/06/11,Peder,Mathiassen,Thiomøe,Kiøge – Hølen i Norge,west
1780/06/11,Ole,Hansen,Mandahl,Kønigsberg – Stavanger,west
1780/06/11,Niss,Nissen Toft,Kiøbenhavn,Kiøbenhavn – Island,west
1780/06/11,Robert,Sadler,London,Stettin – London,west
1780/06/11,Joseph,Hogh,Newcastle,Memel – Newcastle,west
1780/06/11,John,Harley,Hull,Memel – Hull,west
1780/06/11,Robert,Marshall,London,Memel – London,west
1780/06/11,Thomas,Hall,Scarbourg,Memel – Hull,west
1780/06/11,William,Thompson,Yarmouth,Riga – Plymouth,west
1780/06/11,Richard,Roper,Lancaster,Riga – Lancaster,west
1780/06/11,Thomas,Dobson,Stockton,Riga – Stockton,west
1780/06/11,Stephen,Atkinson,Newcastle,Stockholm – Newcastle,west
